tag,engine,file,text,audio_s,proc_s,rtf
L3,whisper,clean/light/s3_spk1.wav,因为你可以为了身体健康我的意志不太一致我可以给你解释晚睡早起也是熬夜了我刚觉得晚睡晚起也是熬夜既然你是晚睡晚起那你个人的生活空间毕竟也就这么点你是怎么多出额外的时间来做自己的生活的跟八点睡六点起你方是要那它是怎么缓解我们的空虚的,21.39,7.15,0.334
L3,whisper,clean/light/s3_spk2.wav,因为你可以为了身体健康我的意志不太一致我可以给你解释晚睡早起也是熬夜了我刚觉得晚睡晚起也是熬夜既然你是晚睡晚起你个人的生活空间必定也就这么简单你是怎么多出额外的时间来做自己的生活的跟八点睡六点起你方是要那它是怎么缓解我们的空虚的,21.39,6.97,0.326
L3,whisper,clean/light/s4_spk1.wav,不太一致我可以给你解释它让你在那个时间段里拥有了自己因为你可以早睡早起因为你可以为了身体你会觉得晚睡晚起那你个人的生活空间必定也就这么紧你下班的时间必定也晚既然你是晚睡晚起,19.24,5.07,0.264
L3,whisper,clean/light/s4_spk2.wav,"哦,不太一致,我可以给你解释,哦,他让你在那个时间段里拥有了自己,因为你可以早睡早起,因为你可以为了身体健康,因为你刚学到晚睡晚起,那你个人的生活空间必定也就这么点,你下班的时间必定也晚,既然你是晚睡晚起,",19.24,5.02,0.261
L3,whisper,white_0dB/heavy/s0_spk1.wav,,17.10,21.36,1.249
L3,whisper,white_0dB/heavy/s0_spk2.wav,我的个人可以说发了礼貌信仰我现在想着熬夜所谓的熬夜就是晚睡晚饮,17.10,2.57,0.150
L3,whisper,white_0dB/heavy/s1_spk1.wav,晚睡早起也熬夜没问题没问题你先不着急上班的时间别忘了我们做人我们可以得到品尝时间一日怎么也不晚实在讲着熬夜所谓的熬夜就是晚睡晚吃饭,17.43,4.94,0.283
L3,whisper,white_0dB/heavy/s1_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,17.43,2.12,0.122
L3,whisper,white_0dB/heavy/s2_spk1.wav,,15.09,25.60,1.697
L3,whisper,white_0dB/heavy/s2_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,15.09,2.07,0.137
L3,whisper,white_0dB/heavy/s3_spk1.wav,你可以为了身体健康我们因为不太虽然你说晚会晚晚会早个人没有时间我觉得晚会晚你怎么可以有外的时间来补发走一个跟八点睡六点你帮需要让他跟我们玩接着我们去吧,15.75,5.19,0.329
L3,whisper,white_0dB/heavy/s3_spk2.wav,中文字幕志愿者 李宗盛,15.75,1.33,0.085
L3,whisper,white_0dB/heavy/s4_spk1.wav,"我可以跟你说,他要在那个时间段,因为你个人的那种投资,那你可以被说什么,你居然是晚日最晚日,你居然是晚日最晚日。",13.74,3.08,0.224
L3,whisper,white_0dB/heavy/s4_spk2.wav,不太允许我可以你妈是要在那个环境中拥有的因为你个人在中途那你去那边做什么你去到晚睡完你居然是晚睡完,13.74,3.94,0.287
L3,whisper,white_0dB/light/s0_spk1.wav,我可以给你几个哪怕是几个刷个评论因为你可以为了身体他们就都觉得晚睡晚起是熬夜我个人他让你配合的时间比方是要那他怎么缓解我们的风气呢好 我今天比较晚睡晚起下半段时间你不觉得晚你现在想着熬夜所谓的熬夜就是晚睡晚起是吧,23.55,7.37,0.313
L3,whisper,white_0dB/light/s0_spk2.wav,我们下期再见,23.55,0.86,0.037
L3,whisper,white_0dB/light/s1_spk1.wav,晚睡早起也要熬夜啊我忘记再稍微解释一下因为你可以早睡早起哦他让在那边时间换你帮我解释一下那他是怎么换那你可以为了身体没问题没问题先不着上班的时间毕竟也晚我们个人可以支配的这段时间是一日的没错吧我在想熬夜所谓的熬夜就是晚睡晚起是吧,22.94,7.75,0.338
L3,whisper,white_0dB/light/s1_spk2.wav,中文字幕——YK,22.94,0.95,0.042
L3,whisper,white_0dB/light/s2_spk1.wav,我跟你的不一样晚睡早起也不一样因为你可以早睡早起我让你再稍微走一下他肯定是一个上班的时间就太晚了我两点睡十点起你妈是要那她是怎么管这种东西的下班的时间最近也晚了,20.72,5.55,0.268
L3,whisper,white_0dB/light/s2_spk2.wav,感谢观看,20.72,1.04,0.050
L3,whisper,white_0dB/light/s3_spk1.wav,因为你可以为了身体健康不太容易晚睡早起也太不厌到晚睡晚起早夜既然你是晚睡晚发展一个人的生活空间毕竟其实就这么仔细你就怎么多添额外的时间来投资跟八点睡六点你忙是要那他是怎么还我觉得我们都不知道,21.39,6.02,0.281
L3,whisper,white_0dB/light/s3_spk2.wav,中文字幕提供,21.39,0.98,0.046
L3,whisper,white_0dB/light/s4_spk1.wav,不太一致他让你在那个时段拥有因为你可以早退因为你可以被个身体你忙什么因为他觉得晚睡晚你少一点要自己个人的生活空间毕竟也就这么低下半段时间毕竟也晚既然你是晚睡晚,19.24,5.13,0.267
L3,whisper,white_0dB/light/s4_spk2.wav,不太一致它让你在那个时间段拥有因为你可以早睡早睡因为你可以被个身体健康你忙着要睡到晚睡晚你个人的生活空间毕竟也就这么点下半段时间毕竟也晚既然你是晚睡晚,19.24,4.96,0.258
L4,whisper,babble_0dB/heavy/s0_spk1.wav,,17.10,1.60,0.094
L4,whisper,babble_0dB/heavy/s0_spk2.wav,好好好好好,17.10,1.40,0.082
L4,whisper,babble_0dB/heavy/s1_spk1.wav,,17.43,0.80,0.046
L4,whisper,babble_0dB/heavy/s1_spk2.wav,因為躲避沒問題躲避是要碰到水的因為你可以躲避因為你行不著在周圍的那些人你去避避你去避避你去避避避避,17.43,4.24,0.243
L4,whisper,babble_0dB/heavy/s2_spk1.wav,中文字幕 李宗盛,15.09,1.09,0.072
L4,whisper,babble_0dB/heavy/s2_spk2.wav,,15.09,19.27,1.277
L4,whisper,babble_0dB/heavy/s3_spk1.wav,,15.75,0.93,0.059
L4,whisper,babble_0dB/heavy/s3_spk2.wav,,15.75,31.56,2.003
L4,whisper,babble_0dB/heavy/s4_spk1.wav,,13.74,0.88,0.064
L4,whisper,babble_0dB/heavy/s4_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,13.74,2.13,0.155
L4,whisper,babble_0dB/light/s0_spk1.wav,我们下期再见,23.55,0.95,0.040
L4,whisper,babble_0dB/light/s0_spk2.wav,"你太晚了,你又不睡了然后他给你发动神经所以你可以被神经挡住你都晚了,太晚了你又不睡了他让你睡,他让你睡诶,对对对好,你又不睡了你又不睡了你又不睡了你又不睡了你又不睡了你下半天一定会结婚现在这样子,我们就不聊我们就不玩这些你又不睡了你又不睡了你又不睡了你又不睡了你又不睡了你又不睡了你又不睡了",23.55,13.58,0.577
L4,whisper,babble_0dB/light/s1_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,22.94,0.95,0.041
L4,whisper,babble_0dB/light/s1_spk2.wav,我最高兴是因为你可以等待你他让你认识在内你可以买身体健康身体健康是一个很困难的事情我个人每次配合的都非常困难现在讲的凹陷会凹陷得万分,22.94,1.86,0.081
L4,whisper,babble_0dB/light/s2_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,20.72,0.94,0.045
L4,whisper,babble_0dB/light/s2_spk2.wav,我们要慢慢地往水走进去因为你可以走进去往高点再稍微直转哪怕是发动一只车反正是一个太广的玻璃这样比方需要测它几个环节下半段时间你也觉得晚,20.72,1.91,0.092
L4,whisper,babble_0dB/light/s3_spk1.wav,,21.39,0.50,0.023
L4,whisper,babble_0dB/light/s3_spk2.wav,所以你可以为了身体健康 开始保持肌肉健康运动缓慢 运动缓慢 运动缓慢 运动缓慢发动个人的肌肉健康就是为了健康外面的肌肉健康跟发力的肌肉健康毛细腰的肌肉健康就是为了健康,21.39,2.28,0.106
L4,whisper,babble_0dB/light/s4_spk1.wav,,19.24,0.50,0.026
L4,whisper,babble_0dB/light/s4_spk2.wav,趙縣林慶柳跨過湖南省長倫敬一到中山尋找握小遍小遍小遍小遍小遍大遍大遍延伸大遍中文字幕提供,19.24,22.72,1.181
L4,whisper,clean/heavy/s0_spk1.wav,哦不太一致我可以给你我的个人可以更记得你帮我那你可以我可以最晚我先表我先表完哦在压缓的边这样记住就在讲的熬夜所谓的熬夜就是晚最晚晚安,17.10,6.58,0.385
L4,whisper,clean/heavy/s0_spk2.wav,不太一致我可以给你说我的个人可以你忙学校那还有什么关系我今天比较晚睡晚他让在下半段时间一并夜晚就在讲着熬夜所谓的熬夜就是晚睡晚,17.10,3.62,0.212
L4,whisper,clean/heavy/s1_spk1.wav,睡早起也是熬夜的你忘记要没问题上班的时间是有晚睡我的月的日常时间是一致的熬夜就是晚睡晚起,17.43,1.44,0.082
L4,whisper,clean/heavy/s1_spk2.wav,我睡早起也是熬夜的因为你可以早睡没问题你听不着因为你可以为了身体健康日常时间继续的是在讲的熬夜所谓的熬夜就是晚睡晚起,17.43,1.68,0.097
L4,whisper,clean/heavy/s2_spk1.wav,,15.09,19.32,1.281
L4,whisper,clean/heavy/s2_spk2.wav,不落分也要睡早起也要上班的时间既定结果对对对对对对对对对对对,15.09,3.37,0.224
L4,whisper,clean/heavy/s3_spk1.wav,因为你可以为了生死线我的意义你个人的生活空间你就这么以什么额外的体验来做跟8点对6点比方是1号那它是怎么环节我们的空气的,15.75,3.88,0.246
L4,whisper,clean/heavy/s3_spk2.wav,因为你可以为了身体健康因为不太既然你是晚睡晚饮好惹人呐我总觉得晚睡晚饮怎么可以用额外的时间来过期跟8点睡6点睡尾巴是一样那它是怎么环节我们的空气的,15.75,4.92,0.312
L4,whisper,clean/heavy/s4_spk1.wav,不太一致我给你你妈是要在那种环境中拥有的因为你个人在生活空间那你用什么我们一直都觉得晚睡晚睡别玩了既然你是晚睡晚睡,13.74,3.89,0.283
L4,whisper,clean/heavy/s4_spk2.wav,哦不太一致我可以你吗那你个人的生活空间那你可以为了生活健康你都觉得晚睡晚起既然你是晚睡晚起,13.74,3.28,0.239
L4,whisper,clean/light/s0_spk1.wav,不太一致我可以给你解释哪怕这个字是一个刷抖音的字因为你可以为了生时间然后你都觉得晚睡晚起是熬夜我个人可以在那个时间段你刚刚说要那它是怎么缓解我们的空气的我先聊晚睡晚起你下班的时间必定也晚就在讲着熬夜所谓的熬夜就是晚睡晚起,23.55,7.00,0.297
L4,whisper,clean/light/s0_spk2.wav,哦不太一致我可以给你我打发这个字是一个刷抖音的字因为你可以为了身体健康你都觉得晚睡晚起早夜我的个人他让你支配的比方需要的那他是怎么缓解我们的空气的好我先聊晚睡晚起你下班的时间一定也晚就在讲着熬夜所谓的熬夜就是晚睡晚起是吧,23.55,7.49,0.318
L4,whisper,clean/light/s1_spk1.wav,晚睡早起也算熬夜了我房子里再稍微解释一下因为你可以早睡早起它让你在那个时间你房子里要那它是怎么换的因为你可以为了身体健康没问题没问题先不着急上班的时间毕竟也晚我的个人可以支配的日常时间是一致的不错吧实在讲的熬夜所谓的熬夜就是晚睡晚起是吧,22.94,7.65,0.333
L4,whisper,clean/light/s1_spk2.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,22.94,2.16,0.094
L4,whisper,clean/light/s2_spk1.wav,不落分也是一种药晚睡早起也是药因为你可以早睡早起我方这里再稍微解释一下哪怕这个自己是一个刷抖音的地方上班的时间必定也晚我两点睡十点你方是药那它是怎么环节我们的工资的下班的时间必定也晚,20.72,5.83,0.281
L4,whisper,clean/light/s2_spk2.wav,不落分也是一种药早睡早起也是药因为你可以早睡早起我房子里再敲一下哪怕这个故事是一个刷早音的故事上班的时间必定结完我给你解释一下两点睡十点起那它是怎么环节我们的工资的下班的时间必定结完,20.72,6.21,0.300
L4,whisper,clean/light/s3_spk1.wav,因为你可以为了身体健康我不太愚痴我可以给你解释睡早起也是早夜都觉得晚睡晚起也是早夜你个人的生活空间必定也就这么紧你是怎么多出额外的时间来做自己跟八点对六点乙方是一样那它是怎么缓解我们的空虚的,21.39,6.27,0.293
L4,whisper,clean/light/s3_spk2.wav,因为你可以为了身体健康我的意志不太一致我可以给你组织早睡早起也是早夜没问题我都觉得晚睡晚起也是早夜既然你是晚睡晚起你个人的生活空间必定也就这么紧你是怎么多出额外的时间来过自己的日子跟八点睡六点起乙方是一样那它是怎么环节我们的空气的,21.39,7.14,0.334
L4,whisper,clean/light/s4_spk1.wav,不太一致我可以给你解释它让你在那个时间段拥有因为你可以早睡因为你可以为了身体因为你可以睡到晚睡晚醒早夜那你个人的生活空间毕竟也就这么紧你下班的时间毕竟也晚既然你是晚睡晚醒,19.24,5.35,0.278
L4,whisper,clean/light/s4_spk2.wav,哦不太意识我可以给你哦他让你在那个时间段拥有的因为你可以早睡早睡因为你可以为了身体健康晚睡晚起早夜那你个人的生活空间毕竟也就这么紧你下班的时间毕竟也晚既然你是晚睡晚起,19.24,5.51,0.287
L4,whisper,white_0dB/heavy/s0_spk1.wav,请不吝点赞 订阅 转发 打赏支持明镜与点点栏目,17.10,4.88,0.285
L4,whisper,white_0dB/heavy/s0_spk2.wav,哦 不太好我自己的个人我发的你忙学校我给你写到碗我先表碗 再碗下碗是冰碟碗你在讲的熬夜所谓的熬夜就是碗对吧,17.10,33.12,1.937
L4,whisper,white_0dB/heavy/s1_spk1.wav,请不吝点赞订阅订阅,17.43,1.25,0.072
L4,whisper,white_0dB/heavy/s1_spk2.wav,,17.43,43.12,2.474
L4,whisper,white_0dB/heavy/s2_spk1.wav,我们下期再见,15.09,0.89,0.059
L4,whisper,white_0dB/heavy/s2_spk2.wav,陆若晨要睡早点没问题因为你会很睡你别往后面在你旁边这样你也睡在你旁边你会发抖你忙着洗澡但他偷过太久了你下班的时间你别往,15.09,4.86,0.322
L4,whisper,white_0dB/heavy/s3_spk1.wav,,15.75,18.78,1.192
