tag,engine,file,text,audio_s,proc_s,rtf
clean,funasr,pro_014.wav,日常时间是一致的，没错吧。,1.73,0.26,0.152
clean,funasr,pro_015.wav,我多了两个小时。,1.21,0.23,0.191
sep_MidOverlap,whisper,MidOverlap_spk1.wav,"比方是要,那它是怎麼緩解這個空氣的它讓你在那個時間裡擁有沒問題沒問題,先不著急它這個自己是一個shadow因為有一個前提性的問題,沒有討論我們這裡再稍微解釋一下現在講的熬夜,所謂的熬夜就是晚睡晚起部落分也是一種要好,我先聊晚睡晚起怎麼覺得晚睡晚起也是熬夜既然你是晚睡晚起晚睡早起也算熬夜你上班的時間一定也晚起早睡早起你下班的時間必定也晚起因為你可以為了身體健康我的意思是,那你個人的生活空間必定也就兩點睡你是怎麼多出額外的時間來做自己的生活不太一致,我可以給你解釋我的意思是兩點睡十點你沒有多兩個小時,但是你自己的時間我可以給你解釋",47.95,13.55,0.282
sep_MidOverlap,whisper,MidOverlap_spk2.wav,米方是药那它是怎么缓解我们的空虚的它让你在那个时间段里拥有了自己没问题没问题先不着急哪怕这个自己是一个刷抖音的自己因为有一个前提性的问题没有讨到我忘记你再稍微解释一下其实在讲的熬夜所谓的熬夜就是晚睡晚起其实部落分也是一种药我先聊晚睡晚起我觉得晚睡晚起也是熬夜既然你是晚睡晚起晚睡早起也是熬夜你上班的时间必定也晚起因为你可以早睡早起你下班的时间必定也晚起因为你可以为了身体健康那你个人的生活空间必定也就两点睡你是怎么多出额外的时间来做自己的生活不太一致我可以给你解释我的意思是两点睡十点你没有多两个小时但是你自己的时间多了我可以给你解释,47.95,14.49,0.302
babble_0dB,whisper,con_001.wav,他让你在那个时间段拥有的自己,3.77,1.65,0.438
babble_0dB,whisper,con_002.wav,,2.92,0.80,0.273
babble_0dB,whisper,con_003.wav,,1.90,0.51,0.270
babble_0dB,whisper,con_004.wav,,1.90,0.48,0.250
babble_0dB,whisper,con_005.wav,我觉得晚睡晚清早,2.15,0.52,0.241
babble_0dB,whisper,con_006.wav,,2.15,0.53,0.245
babble_0dB,whisper,con_007.wav,因为你可以早睡早起,1.56,0.50,0.324
babble_0dB,whisper,con_008.wav,你可以为了身体健康,1.64,0.54,0.332
babble_0dB,whisper,con_009.wav,,1.39,0.50,0.363
babble_0dB,whisper,con_010.wav,太精彩了,2.41,0.51,0.210
babble_0dB,whisper,con_011.wav,你被我摸两个小鼠你摸两个小鼠摸一个小鼠,3.60,0.88,0.245
babble_0dB,whisper,pro_001.wav,"比方是一样,那它长得怎么样呢?",3.09,0.63,0.203
babble_0dB,whisper,pro_002.wav,,1.30,0.49,0.373
babble_0dB,whisper,pro_003.wav,因为有一个前期就是美国的好歌手,2.58,0.64,0.247
babble_0dB,whisper,pro_004.wav,我们现在讲的熬夜的熬夜就是晚睡晚起是吧,4.46,0.77,0.172
babble_0dB,whisper,pro_005.wav,,2.32,0.58,0.249
babble_0dB,whisper,pro_006.wav,,2.07,0.48,0.231
babble_0dB,whisper,pro_007.wav,你上班的时间替你惹我,2.58,0.60,0.231
babble_0dB,whisper,pro_008.wav,,2.58,0.49,0.191
babble_0dB,whisper,pro_009.wav,那你个人的生活空间就这么简单,3.26,0.66,0.201
babble_0dB,whisper,pro_010.wav,,3.01,0.55,0.183
babble_0dB,whisper,pro_011.wav,,3.01,0.53,0.178
babble_0dB,whisper,pro_012.wav,,2.07,0.49,0.236
babble_0dB,whisper,pro_013.wav,,2.07,0.50,0.242
babble_0dB,whisper,pro_014.wav,,1.73,0.45,0.258
babble_0dB,whisper,pro_015.wav,謝謝,1.21,0.46,0.381
babble_0dB,funasr,con_001.wav,哦，他让你在那个时间段去拥有的是不会。,3.77,1.44,0.381
babble_0dB,funasr,con_002.wav,你哪怕就是你要一个刷抖音，真正的。,2.92,0.21,0.071
babble_0dB,funasr,con_003.wav,我往方这里在你稍位置吗？,1.90,0.20,0.106
babble_0dB,funasr,con_004.wav,我们艺术圈里面。,1.90,0.16,0.087
babble_0dB,funasr,con_005.wav,都觉得晚睡晚轻松。,2.15,0.20,0.095
babble_0dB,funasr,con_006.wav,这个睡牛体没问问题。,2.15,0.27,0.124
babble_0dB,funasr,con_007.wav,因为你可以早睡早睡。,1.56,0.20,0.128
babble_0dB,funasr,con_008.wav,所以你可以为了身体健康。,1.64,0.17,0.106
babble_0dB,funasr,con_009.wav,两个电视呗。,1.39,0.15,0.106
babble_0dB,funasr,con_010.wav,哦，不太经常，我可以给你截释。,2.41,0.19,0.077
babble_0dB,funasr,con_011.wav,你没有播两个小时，实在四年级，你那什么人给我两个小时，我可以给你什么解释。,3.60,0.21,0.058
babble_0dB,funasr,pro_001.wav,你方是要的那他是怎么喜你的人吗？对方。,3.09,0.22,0.071
babble_0dB,funasr,pro_002.wav,我点着急不着急。,1.30,0.14,0.107
babble_0dB,funasr,pro_003.wav,因为有一个阶梯性，根本就被我讨出了。,2.58,0.22,0.084
babble_0dB,funasr,pro_004.wav,我一直在讲的熬夜，所谓道熬夜就是晚睡，晚睡，对吧？,4.46,0.26,0.059
babble_0dB,funasr,pro_005.wav,他们是比较晚睡晚一后。,2.32,0.20,0.085
babble_0dB,funasr,pro_006.wav,啊，继续玩睡玩睡。,2.07,0.16,0.075
babble_0dB,funasr,pro_007.wav,你上班的时间尽管有晚。,2.58,0.20,0.076
babble_0dB,funasr,pro_008.wav,你下半的天体，我今天晚。,2.58,0.19,0.072
babble_0dB,funasr,pro_009.wav,那你个人的生活空间自己也就这么简单。,3.26,0.19,0.060
babble_0dB,funasr,pro_010.wav,你是怎么突出国外的时候来进入一说？,3.01,0.20,0.067
babble_0dB,funasr,pro_011.wav,两天睡醒发了十天零睡。,3.01,0.22,0.073
babble_0dB,funasr,pro_012.wav,好，我们第八点是是要进行。,2.07,0.17,0.084
babble_0dB,funasr,pro_013.wav,个人的生，我可以吃吃饭。,2.07,0.22,0.106
babble_0dB,funasr,pro_014.wav,儿童可能在上音。,1.73,0.18,0.104
babble_0dB,funasr,pro_015.wav,我没有看到。,1.21,0.15,0.127
white_15dB,whisper,con_001.wav,它让你在那个时间段里拥有了自己,3.77,1.21,0.320
white_15dB,whisper,con_002.wav,哪怕这个自己是一个刷抖音的自己,2.92,0.68,0.233
white_15dB,whisper,con_003.wav,我往这里再稍微解释一下,1.90,0.61,0.319
white_15dB,whisper,con_004.wav,其实部落分也是一种养儿,1.90,0.58,0.308
white_15dB,whisper,con_005.wav,我觉得晚睡晚起是熬夜,2.15,0.56,0.261
white_15dB,whisper,con_006.wav,所以早起也算熬夜了,2.15,0.58,0.270
white_15dB,whisper,con_007.wav,因为你可以早睡早醒,1.56,0.51,0.325
white_15dB,whisper,con_008.wav,因为你可以为了身体健康,1.64,0.57,0.350
white_15dB,whisper,con_009.wav,送睡感受,1.39,1.66,1.197
white_15dB,whisper,con_010.wav,不太一致我可以给你解释,2.41,0.64,0.267
white_15dB,whisper,con_011.wav,你没有多两个小时但是你自己的时间多了我可以给你解释,3.60,0.89,0.247
white_15dB,whisper,pro_001.wav,米方是药那它是怎么缓解我们的空虚的,3.09,0.76,0.245
white_15dB,whisper,pro_002.wav,没问题 没问题 先不着急,1.30,0.58,0.448
white_15dB,whisper,pro_003.wav,因为有一个前提性的问题没有讨论,2.58,0.63,0.244
white_15dB,whisper,pro_004.wav,这在讲的熬夜所谓的熬夜就是晚睡晚起是吧,4.46,0.81,0.182
white_15dB,whisper,pro_005.wav,好 我先聊晚睡晚起,2.32,0.57,0.245
white_15dB,whisper,pro_006.wav,既然你是晚睡晚起,2.07,0.55,0.268
white_15dB,whisper,pro_007.wav,你上班的时间必定也晚,2.58,0.59,0.228
white_15dB,whisper,pro_008.wav,你下班的时间一定也晚,2.58,0.55,0.214
white_15dB,whisper,pro_009.wav,那你个人的生活空间必定也就这么点,3.26,0.69,0.210
white_15dB,whisper,pro_010.wav,你是怎么多出额外的时间来过自己的生活的,3.01,0.74,0.248
white_15dB,whisper,pro_011.wav,我的意思是兩點睡十點幾,3.01,0.56,0.185
white_15dB,whisper,pro_012.wav,跟八点睡六点起,2.07,0.54,0.259
white_15dB,whisper,pro_013.wav,我的个人是可以支配的,2.07,0.55,0.267
white_15dB,whisper,pro_014.wav,日常時間是一致的沒錯吧,1.73,0.63,0.362
white_15dB,whisper,pro_015.wav,我多了两个小时,1.21,0.53,0.439
white_15dB,funasr,con_001.wav,哦，他让你在那个时间段里拥有了自己。,3.77,2.12,0.563
white_15dB,funasr,con_002.wav,哪怕这个自己是一个刷抖音的自己。,2.92,0.37,0.126
white_15dB,funasr,con_003.wav,哦，我方这里再稍微解释一下哈。,1.90,0.38,0.203
white_15dB,funasr,con_004.wav,其实布洛芬也是一种药。,1.90,0.32,0.167
white_15dB,funasr,con_005.wav,方觉得晚睡晚起也是熬夜。,2.15,0.28,0.131
white_15dB,funasr,con_006.wav,晚说，你早起也是熬夜了。,2.15,0.29,0.137
white_15dB,funasr,con_007.wav,因为你可以早睡早起。,1.56,0.26,0.165
white_15dB,funasr,con_008.wav,因为你可以为了身体健康。,1.64,0.24,0.149
white_15dB,funasr,con_009.wav,凉快点对。,1.39,0.17,0.126
white_15dB,funasr,con_010.wav,哦，不太一致，我可以给你解。,2.41,0.31,0.128
white_15dB,funasr,con_011.wav,你没有多两个小时，但是你自己的什么人多，我可以给你解释。对对。,3.60,0.27,0.075
white_15dB,funasr,pro_001.wav,你方是要那他是怎么缓解我们的空虚的？,3.09,0.29,0.095
white_15dB,funasr,pro_002.wav,没问题，没问题，先不着急。,1.30,0.23,0.175
white_15dB,funasr,pro_003.wav,因为有一个前提性的问题没有讨论。,2.58,0.26,0.101
white_15dB,funasr,pro_004.wav,其实在讲呢熬夜所谓的熬夜就是晚睡晚起是吧？,4.46,0.34,0.077
white_15dB,funasr,pro_005.wav,好，我先聊晚睡晚起。,2.32,0.31,0.135
white_15dB,funasr,pro_006.wav,既然你是晚睡晚起。,2.07,0.21,0.102
white_15dB,funasr,pro_007.wav,你上班的时间必定也晚。,2.58,0.30,0.117
white_15dB,funasr,pro_008.wav,你下班的时间必定也晚。,2.58,0.25,0.095
white_15dB,funasr,pro_009.wav,那你个人的生活空间必定也就这么点。,3.26,0.33,0.101
white_15dB,funasr,pro_010.wav,你是怎么多出额外的时间来过自己的生活的呢？,3.01,0.29,0.097
white_15dB,funasr,pro_011.wav,我的意思是两点睡十呃，十点起。,3.01,0.27,0.090
white_15dB,funasr,pro_012.wav,跟八点睡六点起步。,2.07,0.30,0.143
white_15dB,funasr,pro_013.wav,我的个人是可以支配的。,2.07,0.28,0.133
white_15dB,funasr,pro_014.wav,日常时间是一致的，没错吧。,1.73,0.34,0.199
white_15dB,funasr,pro_015.wav,我多了两个小时。,1.21,0.19,0.153
white_5dB,whisper,con_001.wav,它让你在那个时间段拥有了自己,3.77,1.07,0.284
white_5dB,whisper,con_002.wav,哪怕这个自己是一个刷抖音的自己,2.92,0.65,0.224
white_5dB,whisper,con_003.wav,我帮你再稍微解开一下,1.90,0.58,0.308
white_5dB,whisper,con_004.wav,其实部落分移是一个要的,1.90,0.57,0.298
white_5dB,whisper,con_005.wav,都觉得晚睡晚起是熬夜,2.15,0.58,0.269
white_5dB,whisper,con_006.wav,所以早起也是熬夜了,2.15,0.56,0.261
white_5dB,whisper,con_007.wav,因为你可以早睡早醒,1.56,0.51,0.331
white_5dB,whisper,con_008.wav,因为你可以为了身体健康,1.64,0.56,0.344
white_5dB,whisper,con_009.wav,养蜿蜒,1.39,1.69,1.223
white_5dB,whisper,con_010.wav,不太一致我可以给你组合,2.41,0.67,0.279
white_5dB,whisper,con_011.wav,你没有多两个小时但是你自己的时间多了两个我可以给你解释,3.60,0.88,0.245
white_5dB,whisper,pro_001.wav,米方是药那它是怎么缓解我们的空气的,3.09,0.78,0.251
white_5dB,whisper,pro_002.wav,没问题没问题先不着急,1.30,0.55,0.424
white_5dB,whisper,pro_003.wav,因为有一个前提性的问题没有讨论,2.58,0.65,0.253
white_5dB,whisper,pro_004.wav,只是在讲着熬夜所谓的熬夜就是晚睡晚起是吧,4.46,0.84,0.189
white_5dB,whisper,pro_005.wav,好 我先聊晚睡晚起,2.32,0.54,0.234
white_5dB,whisper,pro_006.wav,既然你是晚睡晚醒,2.07,0.58,0.281
white_5dB,whisper,pro_007.wav,上班的时间毕竟也晚,2.58,0.61,0.235
white_5dB,whisper,pro_008.wav,你下班的时间一定绝望,2.58,0.57,0.221
white_5dB,whisper,pro_009.wav,那你个人的生活空间必定也就这么紧,3.26,0.71,0.217
white_5dB,whisper,pro_010.wav,你是怎么多出额外的时间来做自己的生活呢,3.01,0.70,0.233
white_5dB,whisper,pro_011.wav,我的意思是两点睡十点起,3.01,0.55,0.183
white_5dB,whisper,pro_012.wav,跟八点睡六点,2.07,0.54,0.262
white_5dB,whisper,pro_013.wav,我的個人可以支配的,2.07,0.53,0.258
white_5dB,whisper,pro_014.wav,日常時間是一致的沒錯吧,1.73,0.61,0.354
white_5dB,whisper,pro_015.wav,我多了两个小时,1.21,0.53,0.438
white_5dB,funasr,con_001.wav,哦，他让你在那个时间段拥有了自己。,3.77,1.53,0.405
white_5dB,funasr,con_002.wav,哪怕这个自己是一个刷抖音的自己。,2.92,0.30,0.103
white_5dB,funasr,con_003.wav,,1.90,0.03,0.014
white_5dB,funasr,con_004.wav,洛芬有一种要分。,1.90,0.23,0.124
white_5dB,funasr,con_005.wav,觉得晚睡晚起是熬夜。,2.15,0.26,0.120
white_5dB,funasr,con_006.wav,晚会早起也是熬夜了。,2.15,0.29,0.136
white_5dB,funasr,con_007.wav,因为你可以早睡早起。,1.56,0.23,0.148
white_5dB,funasr,con_008.wav,那你可以为了身体健康。,1.64,0.20,0.121
white_5dB,funasr,con_009.wav,两点对。,1.39,0.21,0.154
white_5dB,funasr,con_010.wav,哦，不太一致，我可以给你举个是。,2.41,0.29,0.118
white_5dB,funasr,con_011.wav,你没有多两个小时，但是你自己的什么也多了，我可以给你解释的。,3.60,0.24,0.067
white_5dB,funasr,pro_001.wav,你方是要那他是怎么缓解我们的空虚的？,3.09,0.26,0.084
white_5dB,funasr,pro_002.wav,没问题，没问题，先不着急。,1.30,0.24,0.184
white_5dB,funasr,pro_003.wav,因为有一个前提性的问题没有讨论。,2.58,0.31,0.118
white_5dB,funasr,pro_004.wav,其实在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,4.46,0.30,0.067
white_5dB,funasr,pro_005.wav,好，我先聊玩帅顽疾。,2.32,0.25,0.107
white_5dB,funasr,pro_006.wav,那你是晚睡晚起。,2.07,0.21,0.101
white_5dB,funasr,pro_007.wav,你上班的时间毕竟也晚。,2.58,0.28,0.110
white_5dB,funasr,pro_008.wav,你别晚。,2.58,0.23,0.088
white_5dB,funasr,pro_009.wav,那你个人的生活空间毕竟也就这么几。,3.26,0.27,0.083
white_5dB,funasr,pro_010.wav,用额外的时间来过自己的生活。,3.01,0.28,0.093
white_5dB,funasr,pro_011.wav,是两点睡呃，十点起。,3.01,0.27,0.088
white_5dB,funasr,pro_012.wav,跟八点睡六点。,2.07,0.26,0.127
white_5dB,funasr,pro_013.wav,可以支配的这这。,2.07,0.24,0.117
white_5dB,funasr,pro_014.wav,日常时间是一致的，没错吧。,1.73,0.26,0.150
white_5dB,funasr,pro_015.wav,,1.21,0.02,0.015
white_0dB,whisper,con_001.wav,它让你在那个时间段拥有了自己,3.77,1.06,0.282
white_0dB,whisper,con_002.wav,它这个字母是一个刷抖音的字母,2.92,0.64,0.218
white_0dB,whisper,con_003.wav,,1.90,0.52,0.273
white_0dB,whisper,con_004.wav,,1.90,0.55,0.289
white_0dB,whisper,con_005.wav,覺得晚睡晚醒,2.15,0.48,0.225
white_0dB,whisper,con_006.wav,,2.15,0.59,0.274
white_0dB,whisper,con_007.wav,因为你可以走退走,1.56,0.53,0.341
white_0dB,whisper,con_008.wav,因為你可以為了身體健康,1.64,0.56,0.343
white_0dB,whisper,con_009.wav,小明星大跟班下次再見,1.39,0.57,0.413
white_0dB,whisper,con_010.wav,哦 不太一致我可以給你俯臥,2.41,0.69,0.287
white_0dB,whisper,con_011.wav,你没有多两个小时但是你自己有什么需要的吗我给你解释,3.60,0.90,0.251
white_0dB,whisper,pro_001.wav,"底方是药,但它是怎么环节我们的工具的",3.09,0.73,0.236
white_0dB,whisper,pro_002.wav,沒問題 沒問題 撐不著,1.30,0.59,0.455
white_0dB,whisper,pro_003.wav,"因为有一个前提性的问题,没有讨论",2.58,0.69,0.269
white_0dB,whisper,pro_004.wav,"所谓的熬夜,就是晚睡晚起",4.46,0.65,0.147
white_0dB,whisper,pro_005.wav,"好,我先不要玩了,再玩",2.32,0.58,0.251
white_0dB,whisper,pro_006.wav,既然你是晚睡晚起,2.07,0.54,0.259
white_0dB,whisper,pro_007.wav,上班的時間畢竟也晚,2.58,0.58,0.225
white_0dB,whisper,pro_008.wav,下班的时间已经结完,2.58,0.55,0.214
white_0dB,whisper,pro_009.wav,那你个人的生活空间毕竟也就这么远,3.26,0.74,0.228
white_0dB,whisper,pro_010.wav,你是怎么突出国外的世界来过渡,3.01,0.60,0.200
white_0dB,whisper,pro_011.wav,我的衣服是两点睡十点起,3.01,0.63,0.211
white_0dB,whisper,pro_012.wav,跟八点水六点水,2.07,0.54,0.262
white_0dB,whisper,pro_013.wav,可以支配的,2.07,0.55,0.266
white_0dB,whisper,pro_014.wav,日常時間是一致的沒錯吧,1.73,0.61,0.353
white_0dB,whisper,pro_015.wav,我拖了两个小时,1.21,0.54,0.443
white_0dB,funasr,con_001.wav,拥有了自己。,3.77,1.53,0.407
white_0dB,funasr,con_002.wav,个刷抖音的系统。,2.92,0.30,0.102
white_0dB,funasr,con_003.wav,,1.90,0.02,0.012
white_0dB,funasr,con_004.wav,要没为问。,1.90,0.28,0.146
white_0dB,funasr,con_005.wav,,2.15,0.04,0.019
white_0dB,funasr,con_006.wav,,2.15,0.04,0.016
white_0dB,funasr,con_007.wav,因为你可以早睡早起。,1.56,0.28,0.182
white_0dB,funasr,con_008.wav,,1.64,0.02,0.011
white_0dB,funasr,con_009.wav,对，点对。,1.39,0.24,0.170
white_0dB,funasr,con_010.wav,,2.41,0.02,0.009
white_0dB,funasr,con_011.wav,,3.60,0.03,0.010
white_0dB,funasr,pro_001.wav,当是要那他是怎么缓解我们的冲虚的？,3.09,0.20,0.065
white_0dB,funasr,pro_002.wav,没问题，没问题，先不着急。,1.30,0.26,0.199
white_0dB,funasr,pro_003.wav,因为有一个前提性的问题没有讨论。,2.58,0.23,0.091
white_0dB,funasr,pro_004.wav,在讲的熬夜，所谓的熬夜。,4.46,0.27,0.060
white_0dB,funasr,pro_005.wav,好，我先聊完善顽疾。,2.32,0.27,0.115
white_0dB,funasr,pro_006.wav,就是晚睡晚起。,2.07,0.25,0.121
white_0dB,funasr,pro_007.wav,上班的时间最近也晚。,2.58,0.26,0.100
white_0dB,funasr,pro_008.wav,,2.58,0.03,0.011
white_0dB,funasr,pro_009.wav,个人的生活空间毕竟也就这么几个。,3.26,0.29,0.089
white_0dB,funasr,pro_010.wav,,3.01,0.03,0.009
white_0dB,funasr,pro_011.wav,,3.01,0.03,0.010
white_0dB,funasr,pro_012.wav,,2.07,0.02,0.009
white_0dB,funasr,pro_013.wav,,2.07,0.02,0.010
white_0dB,funasr,pro_014.wav,,1.73,0.04,0.025
white_0dB,funasr,pro_015.wav,,1.21,0.02,0.015
babble_15dB,whisper,con_001.wav,它让你在那个时间段里拥有了自己,3.77,0.96,0.254
babble_15dB,whisper,con_002.wav,哪怕这个自己是一个刷抖音的自己,2.92,0.67,0.229
babble_15dB,whisper,con_003.wav,我往这里再稍微解释一下,1.90,0.62,0.325
babble_15dB,whisper,con_004.wav,其实部落分是一种样子,1.90,0.58,0.305
babble_15dB,whisper,con_005.wav,觉得晚睡晚起是熬夜,2.15,0.56,0.262
babble_15dB,whisper,con_006.wav,所以早起也算早夜了,2.15,0.55,0.257
babble_15dB,whisper,con_007.wav,因为你可以早睡早起,1.56,0.50,0.323
babble_15dB,whisper,con_008.wav,因為你可以為了身體健康,1.64,0.56,0.340
babble_15dB,whisper,con_009.wav,早睡晚睡,1.39,0.48,0.345
babble_15dB,whisper,con_010.wav,不太一致我可以给你解释,2.41,0.66,0.276
babble_15dB,whisper,con_011.wav,你没有多两个小时但是你自己的时间多了两个我可以给你解释,3.60,0.89,0.246
babble_15dB,whisper,pro_001.wav,比方是要那它是怎么缓解我们的空虚的,3.09,0.68,0.222
babble_15dB,whisper,pro_002.wav,没问题 没问题 先不着急,1.30,0.57,0.439
babble_15dB,whisper,pro_003.wav,因为有一个前提性的问题没有讨论,2.58,0.65,0.251
babble_15dB,whisper,pro_004.wav,其实在讲的熬夜所谓的熬夜就是晚睡晚起是吧,4.46,0.79,0.176
babble_15dB,whisper,pro_005.wav,好 我先聊晚睡晚起,2.32,0.59,0.254
babble_15dB,whisper,pro_006.wav,既然你是晚睡晚起,2.07,0.54,0.261
babble_15dB,whisper,pro_007.wav,你上班的时间必定也晚,2.58,0.55,0.212
babble_15dB,whisper,pro_008.wav,你下班的时间必定也晚,2.58,0.56,0.216
babble_15dB,whisper,pro_009.wav,那你个人的生活空间必定也就这么点,3.26,0.76,0.234
babble_15dB,whisper,pro_010.wav,你是怎么多出额外的时间来做自己的生活的,3.01,0.74,0.245
babble_15dB,whisper,pro_011.wav,我的意思是两点睡十点起,3.01,0.66,0.219
babble_15dB,whisper,pro_012.wav,跟八点睡六点起,2.07,0.53,0.254
babble_15dB,whisper,pro_013.wav,我的个人是可以支配的,2.07,0.55,0.264
babble_15dB,whisper,pro_014.wav,日常时间是一致的没错吧,1.73,0.66,0.384
babble_15dB,whisper,pro_015.wav,我多了两个小时,1.21,0.54,0.446
babble_15dB,funasr,con_001.wav,哦，他让你在那个时间段里拥有了自己。,3.77,1.23,0.327
babble_15dB,funasr,con_002.wav,哪怕这个自己是一个刷抖音的自己。,2.92,0.24,0.084
babble_15dB,funasr,con_003.wav,哦，我方这里再稍微解释一下他。,1.90,0.24,0.129
babble_15dB,funasr,con_004.wav,其实布洛芬也是一种荣耀。,1.90,0.22,0.114
babble_15dB,funasr,con_005.wav,光觉得晚睡晚起少业务。,2.15,0.26,0.120
babble_15dB,funasr,con_006.wav,晚睡早起也睡熬夜了。,2.15,0.27,0.123
babble_15dB,funasr,con_007.wav,因为你可以早睡早起。,1.56,0.21,0.135
babble_15dB,funasr,con_008.wav,因为你可以为了身体健康。,1.64,0.25,0.151
babble_15dB,funasr,con_009.wav,压岁点睡。,1.39,0.19,0.140
babble_15dB,funasr,con_010.wav,哦，不太一致，我可以给你解。,2.41,0.28,0.115
babble_15dB,funasr,con_011.wav,你没有多两个小时，但是你自己的什么所啊，我可以给你解释。,3.60,0.24,0.065
babble_15dB,funasr,pro_001.wav,你方是要那他是怎么缓解我们的空虚的？,3.09,0.24,0.079
babble_15dB,funasr,pro_002.wav,没问题，没问题，先不着急。,1.30,0.23,0.174
babble_15dB,funasr,pro_003.wav,因为有一个前提性的问题没有讨论。,2.58,0.28,0.108
babble_15dB,funasr,pro_004.wav,一直在讲的熬夜，所谓的熬夜就是晚睡晚起，是吧？,4.46,0.30,0.067
babble_15dB,funasr,pro_005.wav,好，我先聊晚睡晚起。,2.32,0.23,0.097
babble_15dB,funasr,pro_006.wav,既然你是晚睡晚起。,2.07,0.26,0.125
babble_15dB,funasr,pro_007.wav,你上班的时间必定也晚。,2.58,0.21,0.082
